school,age,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,TotalGrades,HasHighEducatedParents,StudyTimeCategory,sex_F,sex_M,address_R,address_U
1,15.0,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4.0,3,3,1,2,4,0.0,8,0,0,8,0,Low,True,False,False,True
1,17.0,LE3,T,2,2,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3.0,4,4,1,3,5,12.0,10,13,12,35,0,Low,True,False,False,True
1,16.0,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,2,1,1,4,5,16.0,12,11,11,34,1,Low,True,False,False,True
1,15.0,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,5.0,3,3,1,1,5,0.0,9,0,0,9,1,Low,False,True,True,False
1,15.0,GT3,T,4,4,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,3,1,1,5,0.0,11,0,0,11,1,Meduim,True,False,False,True
1,17.0,GT3,T,3,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5.0,4,5,2,4,5,0.0,10,0,0,10,1,Low,False,True,True,False
1,16.0,GT3,A,3,3,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,4.0,3,2,1,1,5,0.0,4,0,0,4,1,Low,True,False,False,True
1,16.0,LE3,T,1,1,services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,4.0,4,4,1,3,5,0.0,14,12,12,38,0,Low,False,True,False,True
1,15.0,GT3,T,4,4,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4.0,3,2,1,1,5,0.0,16,16,15,47,1,Low,True,False,False,True
1,15.0,GT3,T,4,3,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,2.0,2,2,1,1,3,0.0,7,9,0,16,1,High,False,True,False,True
1,16.0,LE3,T,2,2,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,2.0,3,3,2,2,2,8.0,9,9,9,27,0,Low,False,True,False,True
1,15.0,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4.0,2,2,1,1,5,2.0,9,11,11,31,1,Meduim,True,False,False,True
1,16.0,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,4,4,3,3,1,2.0,14,14,13,41,0,Low,True,False,False,True
1,17.0,GT3,T,2,1,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5.0,4,5,1,2,5,0.0,5,0,0,5,0,Low,False,True,False,True
1,15.0,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,4,2,1,2,5,0.0,8,11,11,30,0,Low,True,False,False,True
1,15.0,GT3,T,3,2,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,3.0,3,2,1,1,3,0.0,6,7,0,13,1,Low,True,False,False,True
1,15.0,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4.0,3,2,1,1,5,2.0,10,11,11,32,0,Low,True,False,False,True
1,16.0,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3.0,3,2,2,1,5,0.0,7,6,0,13,1,Low,False,True,False,True
1,15.0,LE3,A,2,1,services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,4.0,5,5,2,5,5,0.0,8,9,10,27,0,Low,False,True,False,True
1,18.0,LE3,T,1,1,other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,2.0,3,5,2,5,4,0.0,6,5,0,11,0,Low,False,True,False,True
1,16.0,LE3,T,2,1,at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,4.0,4,4,3,5,5,6.0,12,13,14,39,0,Low,False,True,False,True
1,15.0,GT3,T,3,3,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,4.0,2,1,2,3,3,8.0,10,10,10,30,1,Meduim,True,False,True,False
1,19.0,GT3,T,3,2,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,4.0,5,4,1,1,4,0.0,5,0,0,5,1,Low,False,True,False,True
1,17.0,GT3,T,4,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4.0,2,1,1,1,4,0.0,11,11,12,34,1,Low,True,False,False,True
1,15.0,GT3,T,2,3,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,4.0,4,4,1,1,1,5.679245283018868,11,8,8,27,1,Low,False,True,True,False
1,17.0,LE3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,2.0,2,2,3,3,5,8.0,16,12,13,41,0,Low,False,True,True,False
1,18.0,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5.0,2,5,1,5,4,6.0,9,8,10,27,0,Low,True,False,True,False
1,16.0,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4.0,2,2,1,2,3,2.0,17,15,15,47,0,Low,False,True,True,False
1,16.0,GT3,T,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4.0,5,5,4,4,5,4.0,10,12,12,34,1,Low,False,True,False,True
1,17.0,LE3,T,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,3.0,3,2,2,2,5,0.0,7,6,0,13,0,Low,False,True,True,False
1,15.0,GT3,T,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4.0,4,4,1,4,3,6.0,5,9,7,21,1,Low,False,True,True,False
1,16.0,LE3,T,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4.0,4,4,2,4,5,0.0,7,0,0,7,0,Low,False,True,False,True
1,17.0,GT3,T,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,5.0,3,3,1,4,2,2.0,10,10,10,30,1,Low,False,True,False,True
1,17.0,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5.0,3,5,1,5,5,0.0,5,8,7,20,0,Low,False,True,True,False
1,16.0,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4.0,5,2,1,1,2,16.0,12,11,12,35,1,Low,False,True,False,True
1,16.0,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4.0,3,5,2,4,4,4.0,10,10,10,30,0,Low,False,True,False,True
1,16.0,GT3,T,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,4.0,2,3,1,1,3,0.0,14,15,16,45,1,Low,True,False,False,True
1,16.0,GT3,T,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5.0,1,5,1,1,4,0.0,6,7,0,13,0,Low,True,False,False,True
1,16.0,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4.0,4,2,1,1,3,0.0,14,14,14,42,1,Low,True,False,False,True
1,16.0,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3.0,4,5,2,4,2,0.0,6,5,0,11,1,Low,False,True,False,True
1,16.0,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,2,1,1,3,2.0,13,15,16,44,0,Low,False,True,False,True
1,17.0,LE3,T,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,4,4,1,3,5,0.0,13,11,10,34,1,Low,False,True,False,True
1,16.0,GT3,T,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,4.0,3,5,1,1,3,0.0,8,7,0,15,1,Low,True,False,False,True
1,16.0,LE3,T,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,4,5,1,1,4,5.679245283018868,10,11,9,30,1,Low,True,False,False,True
1,17.0,LE3,T,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4.0,4,4,4,4,4,4.0,10,9,9,28,1,Low,False,True,False,True
1,16.0,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3.0,4,4,1,4,5,2.0,13,13,11,37,0,Low,True,False,False,True
1,17.0,GT3,T,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,4.0,3,4,1,4,4,4.0,6,5,6,17,1,Low,False,True,False,True
1,16.0,GT3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,3,3,4,3,10.0,10,8,9,27,1,Low,False,True,True,False
1,17.0,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,2,3,1,1,2,4.0,10,10,11,31,1,Low,False,True,False,True
1,16.0,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3.0,4,3,2,3,3,10.0,9,8,8,25,1,Low,False,True,False,True
1,16.0,GT3,T,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4.0,2,3,1,2,3,2.0,12,13,12,37,1,Low,False,True,False,True
1,17.0,GT3,T,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5.0,4,2,2,3,5,0.0,16,17,17,50,1,Low,True,False,False,True
1,17.0,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,3,3,2,3,1,20.0,9,9,8,26,1,Low,True,False,False,True
1,16.0,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1.0,2,2,1,2,1,14.0,12,13,12,37,1,Low,True,False,False,True
1,17.0,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,4,2,3,4,12.0,12,12,11,35,1,Low,False,True,False,True
1,16.0,GT3,T,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,3.0,3,3,1,2,3,2.0,11,12,11,34,0,Low,False,True,False,True
1,16.0,LE3,T,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4.0,2,3,1,2,5,0.0,15,15,15,45,0,Low,False,True,False,True
1,17.0,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3.0,3,3,1,3,3,6.0,8,7,9,24,1,Low,True,False,False,True
1,17.0,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3.0,1,3,1,5,3,4.0,8,9,10,27,0,Low,False,True,True,False
1,16.0,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4.0,3,3,1,1,2,10.0,11,12,13,36,1,Low,True,False,False,True
1,17.0,GT3,T,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,3,3,1,1,3,0.0,8,8,9,25,0,Low,True,False,False,True
1,17.0,GT3,T,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,4.0,4,4,4,5,5,5.679245283018868,7,8,8,23,0,Low,False,True,False,True
1,16.0,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,2,3,4,5,8.0,8,9,10,27,1,Low,False,True,True,False
1,16.0,GT3,T,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,3,3,1,1,3,0.0,13,14,14,41,1,Low,False,True,False,True
1,17.0,LE3,T,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4.0,3,2,1,1,5,0.0,14,15,15,44,1,Low,True,False,False,True
1,17.0,GT3,T,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5.0,2,3,1,2,5,5.679245283018868,17,15,16,48,1,Low,False,True,False,True
1,16.0,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3.0,3,4,3,5,3,8.0,9,9,10,28,1,Low,False,True,True,False
1,17.0,GT3,T,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4.0,2,4,2,3,2,20.0,18,18,18,54,1,Low,True,False,False,True
1,16.0,LE3,T,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,5,2,1,2,3,5.679245283018868,9,9,10,28,1,Low,True,False,False,True
1,16.0,GT3,T,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,5,1,5,2,2.0,16,16,16,48,1,Low,True,False,False,True
1,16.0,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4.0,4,3,1,3,4,6.0,8,10,10,28,1,Low,True,False,False,True
1,17.0,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4.0,4,4,1,3,1,4.0,9,9,10,28,0,Low,True,False,False,True
1,17.0,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5.0,3,2,1,2,3,18.0,7,6,6,19,0,Low,True,False,True,False
1,16.0,GT3,T,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5.0,3,5,1,1,5,6.0,10,10,11,31,0,High,True,False,True,False
1,17.0,GT3,T,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,4.0,4,3,3,4,5,20.0,10,9,9,28,1,Meduim,True,False,False,True
1,16.0,GT3,A,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,2.0,3,3,2,2,4,5.0,7,7,7,21,1,Low,True,False,False,True
1,16.0,GT3,T,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4.0,3,2,1,1,1,10.0,11,12,13,36,1,Low,True,False,False,True
1,16.0,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,4.0,3,2,1,4,5,5.679245283018868,9,9,10,28,0,Low,True,False,False,True
1,17.0,GT3,T,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4,2,1,1,4,6.0,7,7,7,21,1,Meduim,True,False,True,False
1,19.0,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1,2,3,5.679245283018868,8,8,8,24,1,High,True,False,False,True
1,17.0,LE3,T,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5.0,3,5,4,5,3,13.0,12,12,13,37,1,Low,False,True,False,True
1,16.0,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,3.0,3,4,1,1,4,0.0,12,13,14,39,0,Low,True,False,False,True
1,18.0,GT3,T,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4.0,4,4,2,4,5,15.0,6,7,8,21,0,Low,False,True,False,True
1,17.0,LE3,T,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5.0,2,1,1,2,3,12.0,8,10,10,28,1,Low,True,False,True,False
1,17.0,LE3,T,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4.0,4,4,1,3,1,2.0,14,15,15,44,1,Low,True,False,False,True
1,17.0,GT3,T,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,3.0,4,5,2,4,1,20.0,6,6,4,16,1,Low,True,False,False,True
1,18.0,LE3,T,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,3.0,2,4,2,4,4,13.0,6,6,8,20,1,Low,False,True,False,True
1,17.0,GT3,T,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,3.0,3,3,1,4,3,3.0,7,7,8,22,1,Low,True,False,False,True
1,17.0,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1,1,4,4.0,9,10,10,29,0,Meduim,True,False,False,True
1,17.0,GT3,T,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,2,5,1,2,5,2.0,6,6,6,18,0,Low,True,False,True,False
1,17.0,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4.0,3,4,1,1,5,0.0,6,5,0,11,0,Meduim,True,False,False,True
1,16.0,GT3,T,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2.0,3,1,1,1,3,2.0,16,16,17,49,1,Low,True,False,False,True
1,16.0,GT3,T,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3.0,3,3,5,5,4,0.0,12,13,13,38,0,Low,False,True,False,True
1,16.0,GT3,T,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5.0,3,2,1,1,5,0.0,13,13,14,40,1,Meduim,True,False,False,True
1,18.0,GT3,T,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1,1,4,16.0,9,8,7,24,1,Low,True,False,True,False
1,17.0,GT3,T,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5.0,3,4,1,3,3,10.0,16,15,15,46,1,Low,True,False,False,True
1,17.0,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,5.0,3,3,1,3,3,2.0,12,11,12,35,1,Low,False,True,False,True
1,18.0,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4.0,3,2,4,5,3,14.0,10,8,9,27,0,Low,False,True,False,True
1,17.0,GT3,A,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,3.0,2,3,1,2,3,10.0,12,10,12,34,0,Meduim,True,False,False,True
1,17.0,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3.0,2,3,1,2,3,14.0,13,13,14,40,1,Low,True,False,False,True
1,17.0,GT3,T,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,5,2,1,1,1,4.0,11,11,11,33,0,Low,False,True,True,False
1,17.0,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5,5,1,3,2,14.0,11,9,9,29,1,Low,False,True,False,True
1,16.0,GT3,T,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,2,4,2,4,1,2.0,14,13,13,40,1,Low,False,True,False,True
1,16.0,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3.0,4,2,1,1,5,5.679245283018868,9,7,6,22,0,Low,False,True,False,True
1,16.0,GT3,T,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1,3,2,10.0,11,9,10,30,1,Meduim,False,True,False,True
1,17.0,LE3,T,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,4.0,4,2,5,5,4,4.0,14,13,13,40,0,Low,False,True,False,True
1,16.0,GT3,T,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4.0,5,2,1,1,5,20.0,13,12,12,37,0,Low,True,False,False,True
1,17.0,GT3,T,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,2.0,1,1,1,1,3,2.0,13,11,11,35,0,Low,True,False,True,False
1,18.0,GT3,T,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,no,yes,no,5.0,5,4,3,5,2,0.0,7,7,0,14,0,Low,False,True,False,True
1,17.0,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2.0,5,5,1,4,5,14.0,12,12,12,36,1,Low,False,True,False,True
1,17.0,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3.0,3,3,2,3,4,2.0,10,11,12,33,1,Low,False,True,True,False
1,16.0,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5.0,4,5,1,1,3,0.0,6,0,0,6,1,Low,False,True,False,True
1,16.0,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5.0,3,2,1,2,5,5.679245283018868,13,12,12,37,1,Low,False,True,False,True
1,18.0,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4.0,4,4,1,1,3,0.0,7,0,0,7,0,Meduim,True,False,False,True
1,16.0,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4.0,3,3,1,1,4,6.0,18,18,18,54,0,Low,False,True,False,True
1,17.0,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5.0,2,2,1,1,2,4.0,12,12,13,37,1,Low,False,True,False,True
1,22.0,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5.0,4,5,5,5,1,16.0,6,8,8,22,1,Low,False,True,False,True
1,16.0,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4.0,3,3,1,3,5,8.0,3,5,5,13,1,Low,False,True,True,False
1,16.0,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4.0,3,2,2,4,5,0.0,13,15,15,43,0,Low,False,True,False,True
1,18.0,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4.0,4,5,2,4,5,0.0,6,8,8,22,1,Low,False,True,False,True
1,16.0,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5.0,3,3,1,3,2,6.0,7,10,10,27,1,Low,False,True,False,True
1,18.0,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3.0,2,5,2,5,5,4.0,6,9,8,23,0,Low,False,True,False,True
1,16.0,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3.0,3,2,1,3,3,0.0,8,9,8,25,0,Low,False,True,True,False
1,17.0,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4.0,4,2,2,4,5,0.0,8,12,12,32,0,Low,False,True,True,False
1,17.0,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4.0,4,4,1,2,5,2.0,7,9,8,24,0,Low,False,True,False,True
1,17.0,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4.0,2,3,1,1,4,6.0,14,12,13,39,1,High,True,False,False,True
1,19.0,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,3,1,1,1,1,12.0,11,11,11,33,1,Low,False,True,False,True
1,16.0,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,2,4,1,2,4,8.0,15,14,14,43,0,Low,False,True,False,True
1,17.0,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,4.0,4,1,1,1,2,0.0,10,9,0,19,0,High,True,False,False,True
1,18.0,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3.0,1,2,1,3,2,20.0,17,18,18,53,1,Low,True,False,False,True
1,18.0,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4.0,3,2,1,1,3,2.0,8,8,8,24,1,Low,False,True,False,True
1,18.0,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5.0,3,2,1,1,3,1.0,13,12,12,37,1,Meduim,False,True,True,False
1,17.0,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3.0,2,3,1,1,4,4.0,10,9,9,28,1,Meduim,True,False,False,True
1,18.0,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4.0,3,3,1,1,3,0.0,9,10,0,19,0,Meduim,True,False,False,True
